song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood,spotify_id,spotify_url
Deepalu Velige,Vijayalakshmi Sharma,/artist/vijayalakshmi-sharma,0.0,Telugu,2009-09-01,0.71,0.398,0.83,0.602,-10.944,0.0539,173.987,0,10,0.01,4,40,6023077,0,0,0,Happy,6nmqcWriTyvwAXmS40k1yN,https://open.spotify.com/track/6nmqcWriTyvwAXmS40k1yN
Oh Buchchi Babu - Ide Jeevithamu Raa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2009-09-03,0.97,0.036,0.811,0.989,-8.336,0.06,175.023,0,8,0.03,4,49,5763681,0,0,0,Happy,2ngzm9bDMFdXybfdJ7qdlF,https://open.spotify.com/track/2ngzm9bDMFdXybfdJ7qdlF
Eh Mama Biku Nerpava,Not Applicable,/artist/not-applicable,0.0,Telugu,2009-09-06,0.33,0.39,0.695,0.723,-8.244,0.05,176.0,1,6,0.035,4,29,2559445,0,0,0,Sad,3tWxgQg1K8dpAJex6V5gBn,https://open.spotify.com/track/3tWxgQg1K8dpAJex6V5gBn
Swappa Priya,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Telugu,2009-09-09,0.89,0.31,0.46,0.475,-2.118,0.02,174.962,0,10,0.0278,4,47,1060596,0,0,0,Sad,6PupKQ5eGqTLKXklaOC5ma,https://open.spotify.com/track/6PupKQ5eGqTLKXklaOC5ma
Sarileru,S. Janaki|P. Susheela,/artist/s-janaki|/artist/p-suseela-2,0.0,Telugu,2009-09-12,0.35,0.1,0.3,0.155,-9.739,0.0,150.159,0,9,0.0046,4,51,10559653,0,0,0,Sad,4nL8vA8yPm8w48xJfSBY5X,https://open.spotify.com/track/4nL8vA8yPm8w48xJfSBY5X
Pachchagaddi Koseti,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2009-10-02,0.67,1.0,0.883,0.677,-6.815,0.06,150.064,1,8,0.052,4,36,3019779,0,0,0,Energetic,07eMvER8JtfoZCc49oYlps,https://open.spotify.com/track/07eMvER8JtfoZCc49oYlps
Kannule Neekosam,Ghanatasala|Bhanumathi Ramakrishna,/artist/ghanatasala|/artist/bhanumathi-ramakrishna,0.0,Telugu,2009-10-02,0.37,0.736,0.21,0.525,-7.079,0.058,149.965,0,1,0.096,4,71,6359619,0,0,0,Sad,5NnwOEgHKNNjC3dFyG6iyv,https://open.spotify.com/track/5NnwOEgHKNNjC3dFyG6iyv
Nidurinchavayya,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2009-10-04,0.1,0.906,0.112,0.796,-5.673,0.0765,174.001,1,2,0.027,4,87,11196816,0,0,0,Sad,5NnwOEgHKNNjC3dFyG6iyv,https://open.spotify.com/track/5NnwOEgHKNNjC3dFyG6iyv
Vidhivoka Vishavalayam,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2009-10-07,0.97,0.352,0.549,0.495,-8.79,0.074,169.987,0,10,0.0999,4,64,9942277,0,0,0,Sad,5NnwOEgHKNNjC3dFyG6iyv,https://open.spotify.com/track/5NnwOEgHKNNjC3dFyG6iyv
Havvare Havva,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2009-10-11,0.65,0.011,0.946,0.382,-12.303,0.07,173.85,1,0,0.0829,4,90,8800307,0,0,0,Happy,5NnwOEgHKNNjC3dFyG6iyv,https://open.spotify.com/track/5NnwOEgHKNNjC3dFyG6iyv
Babai Abbai (Full Length Audio Cinema),S. P. Balasubrahmanyam|S. Janaki|Others,/artist/s-p-balasubrahamanyam|/artist/s-janaki|/artist/others,0.0,Telugu,2009-11-01,0.39,0.17,0.808,0.228,-6.872,0.0324,149.96,1,1,0.003,4,93,682716,0,0,0,Energetic,0rmFz3iFgvMGxEWv5YZRJT,https://open.spotify.com/track/0rmFz3iFgvMGxEWv5YZRJT
Kanda Gelichindhi,P. Susheela|V. Ramakrishna,/artist/p-suseela-2|/artist/v-ramakrishna-2,0.0,Telugu,2009-11-02,0.17,0.348,0.548,0.006,-13.162,0.008,145.038,1,11,0.07,4,84,9765644,0,0,0,Sad,3tavdI7fv9e8H87r1aWRu4,https://open.spotify.com/track/3tavdI7fv9e8H87r1aWRu4
Bawa Bawa Panneeru,S. P. Balasubrahmanyam|M. Ramesh|Vandemataram Srinivas,/artist/s-p-balasubrahamanyam|/artist/m-ramesh-1|/artist/vandemataram-srinivas,0.0,Telugu,2009-11-02,0.98,0.42,0.092,0.04,-3.521,0.06,156.108,1,9,0.1,4,28,1656530,0,0,0,Sad,54xh2fHGeQRL7opTUCRx8u,https://open.spotify.com/track/54xh2fHGeQRL7opTUCRx8u
Dhachalante Dhagadhule.,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2009-11-02,0.65,0.88,0.886,0.606,-4.143,0.056,140.005,1,6,0.0104,4,37,9636635,0,0,0,Energetic,4CXMIpJquMLQi8azHui6i5,https://open.spotify.com/track/4CXMIpJquMLQi8azHui6i5
Neram Poye,K J Yesudas,/artist/k-j-yesudas,0.0,Telugu,2009-11-04,0.3,0.06,0.207,0.358,-7.278,0.021,139.751,0,10,0.01,4,26,9294049,0,0,0,Sad,7lZfmbfrTKEkNXFE3maTbG,https://open.spotify.com/track/7lZfmbfrTKEkNXFE3maTbG
Pathiki Haarathire,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2009-11-12,0.51,0.07,0.009,0.374,-3.749,0.0276,174.012,1,7,0.0091,4,98,4284694,0,0,0,Sad,6L0x8aXPO9ibuy3E5XWkb4,https://open.spotify.com/track/6L0x8aXPO9ibuy3E5XWkb4
Brahmam Tata,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2009-12-01,0.35,0.29,0.982,0.023,-3.513,0.0764,149.824,1,1,0.0,4,83,7545163,0,0,0,Energetic,21z6p8lf8rRas7uTB7CcIT,https://open.spotify.com/track/21z6p8lf8rRas7uTB7CcIT
Idhi Swathijallu,Mano,/artist/mano,0.0,Telugu,2009-12-02,0.1,0.43,0.151,0.013,-3.037,0.09,145.978,0,11,0.02,4,75,5740658,0,0,0,Sad,74idjA01aUMhLxtobnNWho,https://open.spotify.com/track/74idjA01aUMhLxtobnNWho
Ghallu Ghalluna Kali Gajjalu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2009-12-03,0.14,0.15,0.871,0.568,-3.558,0.039,149.994,1,2,0.037,4,32,2495203,0,0,0,Energetic,66jBWWtSxfRYFieMK1UvN6,https://open.spotify.com/track/66jBWWtSxfRYFieMK1UvN6
Silalapai Silpalu,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2009-12-06,0.48,0.25,0.568,0.448,-12.882,0.0939,144.989,0,10,0.0099,4,75,837950,0,0,0,Sad,7wFURVdAb9Sos80XbntvUU,https://open.spotify.com/track/7wFURVdAb9Sos80XbntvUU
Jama Lagadi Jinga,S. P. Balasubrahmanyam|L.R. Eswari,/artist/s-p-balasubrahamanyam|/artist/lr-eswari-2,0.0,Telugu,2009-12-08,0.93,0.509,0.893,0.596,-7.354,0.0359,149.164,1,1,0.08,4,97,9126139,0,0,0,Happy,60QoskRejYcwwYAx5MAnY3,https://open.spotify.com/track/60QoskRejYcwwYAx5MAnY3
Brinda Vani Vundi,S. P. Balasubrahmanyam|Mano,/artist/s-p-balasubrahamanyam|/artist/mano,0.0,Telugu,2010-01-01,0.02,0.38,0.461,0.464,-9.871,0.06,175.0,1,0,0.036,4,42,7547898,0,0,0,Sad,6m3xbmMpCvVH6eihw8ZX9u,https://open.spotify.com/track/6m3xbmMpCvVH6eihw8ZX9u
Sathyamaya Guruda Nityamaya,Madhavapeddi Satyam,/artist/madhavapeddi-satyam,0.0,Telugu,2010-01-02,0.15,0.89,0.44,0.93,-4.749,0.05,173.993,0,11,0.003,4,32,5660633,0,0,0,Sad,4mBs4wSomN0SxIfuw21g27,https://open.spotify.com/track/4mBs4wSomN0SxIfuw21g27
Koyilapilupe Konaku,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-01-04,0.75,0.42,0.177,0.094,-4.283,0.0171,174.045,1,8,0.025,4,51,6073271,0,0,0,Sad,4IeXwDSUBdmBm064krlrDR,https://open.spotify.com/track/4IeXwDSUBdmBm064krlrDR
Gunna Mamidi Guburulona,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-01-05,0.91,0.82,0.059,0.676,-12.768,0.046,149.956,1,4,0.0687,4,79,8871375,0,0,0,Sad,1ZydPmjW59m5TZmaivbtIG,https://open.spotify.com/track/1ZydPmjW59m5TZmaivbtIG
Ammaa Neevuleni (Pathos),S. Janaki|P. Susheela,/artist/s-janaki|/artist/p-suseela-2,0.0,Telugu,2010-01-07,0.03,0.096,0.916,0.766,-9.851,0.07,174.012,0,6,0.05,4,29,5940236,0,0,0,Energetic,0bETpWtPUymnLydCM8xKVn,https://open.spotify.com/track/0bETpWtPUymnLydCM8xKVn
Vasanthalu Virisevela,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,0.0,Telugu,2010-01-11,0.99,0.48,0.497,0.891,-2.836,0.0668,173.982,1,8,0.0366,4,91,5518212,0,0,0,Sad,4RfWzu3pPAl4gXPF0auOb7,https://open.spotify.com/track/4RfWzu3pPAl4gXPF0auOb7
Dathminaka Dathinaka,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Telugu,2010-01-12,0.25,0.377,0.775,0.866,-10.939,0.009,174.978,1,1,0.008,4,31,9682737,0,0,0,Sad,4NVvTFkulFXUNoTaiDSTod,https://open.spotify.com/track/4NVvTFkulFXUNoTaiDSTod
Muraliloo Madhura Raagala,S. Rajeswara Rao|Saluri Ramalingeswara Rao|S.P.Sailaja,/artist/s-rajeswara-rao-2|/artist/saluri-ramalingeswara-rao|/artist/spsailaja,0.0,Telugu,2010-02-02,0.51,0.5,0.27,0.948,-12.031,0.08,172.003,1,8,0.009,4,55,3106035,0,0,0,Sad,3IaUwAQtWEJwQkyDWI4mSS,https://open.spotify.com/track/3IaUwAQtWEJwQkyDWI4mSS
Atabhala Patabhala,S. P. Balasubrahmanyam|P. Susheela|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/s-p-sailaja-2,0.0,Telugu,2010-02-07,0.62,0.338,0.005,0.441,-3.383,0.038,170.003,0,8,0.0279,4,79,8641570,0,0,0,Sad,4fxbVh42o0e58RC0pY9eu5,https://open.spotify.com/track/4fxbVh42o0e58RC0pY9eu5
Vanta Chesi Choopistha,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,0.0,Telugu,2010-02-10,0.13,0.984,0.102,0.505,-4.909,0.063,172.025,0,11,0.1,4,80,10199910,0,0,0,Sad,12C24xMfuDaZbGyqmUifIE,https://open.spotify.com/track/12C24xMfuDaZbGyqmUifIE
Dorikeru Dora Gaaru,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2010-02-11,0.15,0.55,0.056,0.157,-4.998,0.051,173.988,0,2,0.051,4,42,3079230,0,0,0,Sad,468wmh6CqLi1QSYgoCOwLO,https://open.spotify.com/track/468wmh6CqLi1QSYgoCOwLO
Aavooru Needikadu,Swarnalatha|Madhavapeddi Satyam,/artist/swarnalatha|/artist/madhavapeddi-satyam,0.0,Telugu,2010-03-02,0.4,0.3,0.605,0.623,-6.592,0.053,149.977,1,1,0.026,4,72,2567222,0,0,0,Sad,47Nn311xCF5r9qcGd5yYRI,https://open.spotify.com/track/47Nn311xCF5r9qcGd5yYRI
Hosannda Devudu,Wilson|G. Anand|L.R. Anjali,/artist/wilson|/artist/g-anand-1|/artist/lr-anjali,0.0,Telugu,2010-03-03,0.25,0.42,0.454,0.683,-5.492,0.0717,140.006,1,7,0.03,4,82,315626,0,0,0,Sad,4qsRmOtMhnheMHPpxz96Aq,https://open.spotify.com/track/4qsRmOtMhnheMHPpxz96Aq
Donga Danga,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-03-03,0.17,0.74,0.964,0.188,-11.668,0.0365,145.096,1,1,0.08,4,27,9623901,0,0,0,Energetic,7nwAxCoBfCyWvYrtY0XdTy,https://open.spotify.com/track/7nwAxCoBfCyWvYrtY0XdTy
Takku Tikkulaadi,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,0.0,Telugu,2010-03-08,0.22,0.25,0.765,0.294,-11.617,0.07,174.104,0,11,0.06,4,41,430933,0,0,0,Happy,2VzbilEWhe4qVI57DosM3L,https://open.spotify.com/track/2VzbilEWhe4qVI57DosM3L
Dhum Dhum,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,0.0,Telugu,2010-03-08,0.72,0.38,0.582,0.698,-5.185,0.02,140.039,0,11,0.072,4,47,410601,0,0,0,Sad,40M3DckBSkPFYmLHeNYP8d,https://open.spotify.com/track/40M3DckBSkPFYmLHeNYP8d
Poojaku Velayeraa,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,0.0,Telugu,2010-04-01,0.21,0.173,0.12,0.165,-11.238,0.0852,140.016,0,6,0.0042,4,78,11014003,0,0,0,Sad,4FzqRnvk8pChVLzDYtoVw4,https://open.spotify.com/track/4FzqRnvk8pChVLzDYtoVw4
Yama Kottudu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-04-02,0.03,0.81,0.164,0.51,-8.366,0.07,140.021,0,10,0.052,4,60,6334558,0,0,0,Sad,1KyuZHEJmPgi2hWgYwll1g,https://open.spotify.com/track/1KyuZHEJmPgi2hWgYwll1g
Oohalu Gusa Gusalade,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2010-04-03,0.82,0.496,0.431,0.457,-11.259,0.028,149.992,0,5,0.0073,4,31,8688186,0,0,0,Sad,3qCIhPk0bTaFFnBAzU91M8,https://open.spotify.com/track/3qCIhPk0bTaFFnBAzU91M8
Drama Sequences,Ghanatasala|M. R. Thilakam,/artist/ghanatasala|/artist/m-r-thilakam-2,0.0,Telugu,2010-04-06,0.99,0.288,0.741,0.723,-2.909,0.0479,150.034,0,1,0.089,4,38,444420,0,0,0,Energetic,4vNmNlJ22mQ2ffuzEK5kqA,https://open.spotify.com/track/4vNmNlJ22mQ2ffuzEK5kqA
Suvvi Suvvi,Rajesh|K. S. Chithra,/artist/rajesh|/artist/chitra,0.0,Telugu,2010-04-09,0.63,0.21,0.013,0.233,-11.477,0.041,149.958,0,10,0.0997,4,37,10547712,0,0,0,Sad,5PHfUS4RCkDoHHm7aRvH22,https://open.spotify.com/track/5PHfUS4RCkDoHHm7aRvH22
Chitapatalu,S. P. Balasubrahmanyam|P.B. Sreenivas,/artist/s-p-balasubrahamanyam|/artist/pb-sreenivas,0.0,Telugu,2010-04-11,0.15,0.4,0.497,0.131,-7.259,0.08,139.896,1,1,0.0134,4,87,3251603,0,0,0,Happy,5Wb9BsOlFPAwiFkjU5AQ9a,https://open.spotify.com/track/5Wb9BsOlFPAwiFkjU5AQ9a
Yemani Telipedi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2010-04-12,0.09,0.91,0.896,0.49,-10.646,0.095,174.024,1,0,0.0814,4,44,9782947,0,0,0,Energetic,1g0IgvnEpVgdfYcNm4esga,https://open.spotify.com/track/1g0IgvnEpVgdfYcNm4esga
Neekunnade Kastaburra,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Telugu,2010-05-01,0.93,0.281,0.168,0.977,-8.873,0.0047,172.04,0,10,0.029,4,35,6866343,0,0,0,Sad,1KjTkOQyrwkSymB5mdKXL0,https://open.spotify.com/track/1KjTkOQyrwkSymB5mdKXL0
Maguva,S. Janaki,/artist/s-janaki,0.0,Telugu,2010-05-02,1.0,0.61,0.715,0.81,-10.999,0.04,150.024,1,8,0.0068,4,49,1671123,0,0,0,Happy,2vP1jtyhiZfBavlXeQ2rWD,https://open.spotify.com/track/2vP1jtyhiZfBavlXeQ2rWD
Neeli Meghaalalo (Male),Ghanatasala,/artist/ghanatasala,0.0,Telugu,2010-05-03,0.96,0.564,0.537,0.561,-9.202,0.0672,150.049,0,9,0.0647,4,64,8448770,0,0,0,Sad,2dItAQ1Ny2KBsGDy8YvwLe,https://open.spotify.com/track/2dItAQ1Ny2KBsGDy8YvwLe
Virsina Vinthachapamu Pagati Poota,Ghanatasala|P.B. Sreenivas|P. Susheela,/artist/ghanatasala|/artist/pb-sreenivas|/artist/p-suseela-2,0.0,Telugu,2010-05-07,0.82,0.56,0.567,0.647,-5.046,0.1,145.132,1,6,0.0334,4,38,1652033,0,0,0,Happy,2O9zyYQR7iPf0afjXSkSQC,https://open.spotify.com/track/2O9zyYQR7iPf0afjXSkSQC
Nee Letha Gulabi,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2010-05-10,0.27,0.303,0.713,0.939,-9.116,0.0282,149.964,0,6,0.0196,4,71,11330418,0,0,0,Happy,0FhqVc83E8zqeBf9eaycyL,https://open.spotify.com/track/0FhqVc83E8zqeBf9eaycyL
Hallo Madam,P.B. Sreenivas|Pithapuram Nageswara Rao,/artist/pb-sreenivas|/artist/pithapuram-nageswara-rao,0.0,Telugu,2010-06-01,0.59,0.608,0.646,0.326,-11.0,0.06,150.077,0,9,0.0913,4,99,1314862,0,0,0,Happy,3aHFugA0LuBt2VoHZLcYmG,https://open.spotify.com/track/3aHFugA0LuBt2VoHZLcYmG
Sri Karamou Sri Ramanamam,P. Susheela|B. Vasantha,/artist/p-suseela-2|/artist/b-vasantha-1,0.0,Telugu,2010-06-01,0.18,0.35,0.188,0.351,-11.816,0.064,149.985,1,1,0.034,4,32,10162145,0,0,0,Sad,12eU1nBFTG4yaOQ1n4TOda,https://open.spotify.com/track/12eU1nBFTG4yaOQ1n4TOda
Neeraadhanu Nene,S. Janaki|P. Susheela,/artist/s-janaki|/artist/p-suseela-2,0.0,Telugu,2010-06-03,0.89,0.637,0.293,0.762,-11.059,0.0452,139.86,1,6,0.003,4,60,4034896,0,0,0,Sad,3KCjv73vh9Xm4T3VtTmiOk,https://open.spotify.com/track/3KCjv73vh9Xm4T3VtTmiOk
Thoorupu Thela Thela Vaaragane,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2010-06-06,0.25,0.466,0.105,0.065,-9.274,0.03,149.994,1,9,0.054,4,30,16974,0,0,0,Sad,5t6gHopIak7o83cf6u6R8I,https://open.spotify.com/track/5t6gHopIak7o83cf6u6R8I
Padhyams And Sthothram,P. Susheela|M. Balamuralikrishna,/artist/p-suseela-2|/artist/m-balamuralikrishna-1,0.0,Telugu,2010-06-07,0.28,0.148,0.559,0.822,-9.202,0.04,149.955,0,5,0.0371,4,26,105455,0,0,0,Sad,2Tfqq6XiMZJCS1nTJLZvlu,https://open.spotify.com/track/2Tfqq6XiMZJCS1nTJLZvlu
Dorasani Dunnu Tunnadhi,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-06-08,0.57,0.44,0.7,0.059,-3.139,0.004,172.977,1,8,0.085,4,49,11314252,0,0,0,Energetic,2DwQdBB454SU2ltqu24N4G,https://open.spotify.com/track/2DwQdBB454SU2ltqu24N4G
Selayti Gala Gala,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-06-11,0.91,0.38,0.523,0.853,-7.346,0.03,144.836,1,2,0.012,4,98,9393611,0,0,0,Happy,3vDIlgEjacjKwBooxxp5tg,https://open.spotify.com/track/3vDIlgEjacjKwBooxxp5tg
Snaanala Gadhilo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-06-11,0.17,0.79,0.268,0.125,-10.451,0.098,174.995,0,10,0.0168,4,78,9381762,0,0,0,Sad,1c4l4y7YzZRhzA8v4aqnPl,https://open.spotify.com/track/1c4l4y7YzZRhzA8v4aqnPl
Vooru Marina,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2010-06-12,0.85,0.456,0.251,0.362,-10.99,0.1,150.13,1,1,0.003,4,51,5241831,0,0,0,Sad,2G86HWlN7v2XU5tX74uwbv,https://open.spotify.com/track/2G86HWlN7v2XU5tX74uwbv
Kunnukotti Rammanna,L.R. Eswari,/artist/lr-eswari-2,0.0,Telugu,2010-07-02,0.08,0.54,0.8,0.876,-6.533,0.042,145.009,0,8,0.0507,4,32,8775368,0,0,0,Sad,5LbKF8ZCBHt16yUHLfaWb4,https://open.spotify.com/track/5LbKF8ZCBHt16yUHLfaWb4
Nagilina Rasa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2010-07-07,0.31,0.58,0.07,0.7,-4.717,0.0511,149.927,0,4,0.037,4,54,9968593,0,0,0,Sad,0QgYhXbJu9vk3SKxnRgN8y,https://open.spotify.com/track/0QgYhXbJu9vk3SKxnRgN8y
Pandanti Jeevitham,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-07-08,0.45,0.67,0.456,0.446,-6.707,0.08,150.006,1,11,0.0754,4,85,11097388,0,0,0,Sad,7gZUPziO1JFBbVHq3qMiEQ,https://open.spotify.com/track/7gZUPziO1JFBbVHq3qMiEQ
Aakaludadhu,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2010-07-09,0.67,0.82,0.204,0.212,-11.314,0.032,174.018,0,5,0.0272,4,27,886196,0,0,0,Sad,2O9zyYQR7iPf0afjXSkSQC,https://open.spotify.com/track/2O9zyYQR7iPf0afjXSkSQC
Yenni Janmala,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2010-07-11,0.76,0.718,0.111,0.147,-13.129,0.0872,145.013,1,1,0.0688,4,41,2775060,0,0,0,Sad,0XXt3RoZHt0gERSfheqCsO,https://open.spotify.com/track/0XXt3RoZHt0gERSfheqCsO
Athivalke Aadarshamu,S. P. Balasubrahmanyam|Mano,/artist/s-p-balasubrahamanyam|/artist/mano,0.0,Telugu,2010-08-03,0.68,0.581,0.041,0.846,-5.087,0.092,174.02,0,8,0.036,4,85,7672294,0,0,0,Sad,5IehvofqWDQkcjDDbDW5DH,https://open.spotify.com/track/5IehvofqWDQkcjDDbDW5DH
Gudilona Naa Swamy,L.R. Eswari|S. Janaki,/artist/lr-eswari-2|/artist/s-janaki,0.0,Telugu,2010-08-05,0.67,0.895,0.778,0.874,-11.79,0.032,144.968,1,1,0.002,4,90,886078,0,0,0,Happy,6vqKmhelcO2qzs1UQO0GCI,https://open.spotify.com/track/6vqKmhelcO2qzs1UQO0GCI
Issue Norethamaaka,S.P.Sailaja,/artist/spsailaja,0.0,Telugu,2010-08-07,0.23,0.54,0.763,0.389,-10.642,0.0743,173.888,0,2,0.05,4,39,8695515,0,0,0,Energetic,4ebbmveHbGCyPUtOkTeuEx,https://open.spotify.com/track/4ebbmveHbGCyPUtOkTeuEx
Ee Pillanagrovi Vela,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2010-08-08,0.27,0.37,0.64,0.081,-11.475,0.05,173.997,0,10,0.08,4,37,8041590,0,0,0,Sad,08OqL5QR6OlFKb99bBtght,https://open.spotify.com/track/08OqL5QR6OlFKb99bBtght
Kommaloni Koyilamma,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-08-09,0.64,0.493,0.502,0.737,-9.047,0.08,174.922,1,11,0.0648,4,38,9064149,0,0,0,Sad,6KRtR9xei78JVv9zzcSkBz,https://open.spotify.com/track/6KRtR9xei78JVv9zzcSkBz
Mrogindhi Kalyana Veena,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-08-11,0.75,0.425,0.853,0.825,-7.71,0.095,150.142,1,2,0.041,4,64,1725356,0,0,0,Happy,0T0YVqxdypviLED6mxgB6V,https://open.spotify.com/track/0T0YVqxdypviLED6mxgB6V
Hara Hara Mahadeva,P. Suri Babu,/artist/p-suri-babu-21,0.0,Telugu,2010-08-12,0.29,0.84,0.451,0.701,-3.969,0.063,138.027,1,2,0.0912,4,94,497736,0,0,0,Sad,20W4zB4SzLBTxYgGsBGsC9,https://open.spotify.com/track/20W4zB4SzLBTxYgGsBGsC9
Comedy (Song),S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-09-02,0.69,0.719,0.078,0.532,-11.15,0.01,149.916,1,6,0.032,4,72,11192951,0,0,0,Sad,2q4QboSIORchjJXVfH4xGX,https://open.spotify.com/track/2q4QboSIORchjJXVfH4xGX
Muthyamantha,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2010-09-04,0.2,0.742,0.999,0.774,-2.224,0.034,149.977,1,5,0.08,4,41,788223,0,0,0,Energetic,1dcPw6jhnhkb5MhoA3fJIU,https://open.spotify.com/track/1dcPw6jhnhkb5MhoA3fJIU
Chintamani Drama,Burra Subrahmanya Sastri|Nalla Rama Moorthy|Kali Dasu|Koteswara Rao,/artist/burra-subrahmanya-sastri|/artist/nalla-rama-moorthy|/artist/kali-dasu-1|/artist/koteswara-rao-1,0.0,Telugu,2010-09-06,0.76,0.76,0.713,0.449,-3.102,0.0482,145.1,1,10,0.097,4,62,5197236,0,0,0,Happy,6gr1OHcpazhgf3FLoC5nnH,https://open.spotify.com/track/6gr1OHcpazhgf3FLoC5nnH
Tick Tick Tick,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-09-09,0.42,0.92,0.848,0.511,-11.183,0.0338,173.993,1,7,0.0503,4,97,3882217,0,0,0,Happy,5TsFuQmLcoBAFBgKvN3JTJ,https://open.spotify.com/track/5TsFuQmLcoBAFBgKvN3JTJ
Brundhavana Moka Aalayamu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2010-09-10,0.44,0.44,0.264,0.13,-11.164,0.0409,145.937,0,8,0.03,4,86,8533982,0,0,0,Sad,0ET6imLW5uBauyU8UnHH9I,https://open.spotify.com/track/0ET6imLW5uBauyU8UnHH9I
Nannu Thaakirevvaro,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2010-10-02,0.86,0.255,0.854,0.271,-8.305,0.04,174.026,0,5,0.0948,4,100,8658769,0,0,0,Happy,388dlQVaNrfy0vr3dAAKrh,https://open.spotify.com/track/388dlQVaNrfy0vr3dAAKrh
Sirimalle Puvvaa,S. Janaki,/artist/s-janaki,0.0,Telugu,2010-10-04,0.35,0.98,0.842,0.293,-11.371,0.056,145.083,0,10,0.0214,4,43,3152975,0,0,0,Happy,2LIS8KEaBSTRdvt7RtYLjR,https://open.spotify.com/track/2LIS8KEaBSTRdvt7RtYLjR
