song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood,spotify_id,spotify_url
Idazho Rame,Deepan Chakravarthy|Vani Jairam,/artist/deepan-chakravarthy|/artist/vani-jayaram,0.0,Tamil,2012-03-11,0.67,0.215,0.911,0.417,-2.167,0.0111,157.974,0,11,0.0739,4,78,3101952,0,0,0,Energetic,7sYlcNch4F9xLqssL3BDt2,https://open.spotify.com/track/7sYlcNch4F9xLqssL3BDt2
Nyayiru Enbathu,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,0.0,Tamil,2012-04-01,0.37,0.53,0.261,0.2,-6.427,0.0983,201.082,1,0,0.085,4,96,2695672,0,0,0,Sad,7EMZSshbiiPkhR12fwOt0C,https://open.spotify.com/track/7EMZSshbiiPkhR12fwOt0C
Theredhu Silayedhu,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2012-04-03,0.18,0.226,0.952,0.939,-3.292,0.0195,130.044,0,3,0.031,4,47,3830831,0,0,0,Energetic,1lZPjSW4JJ1tSZkVmDcHAL,https://open.spotify.com/track/1lZPjSW4JJ1tSZkVmDcHAL
Maama Vanga Maama Jagan - Story And Dialogues,Sivaji Ganesan|K. R. Vijaya|Srikanth,/artist/sivaji-ganesan|/artist/k-r-vijaya-1|/artist/srikanth,0.0,Tamil,2012-04-06,0.18,0.07,0.987,0.94,-8.669,0.008,119.987,1,1,0.02,4,50,2078674,0,0,0,Sad,4lnqfJpnB5nGUcqD0kmgGh,https://open.spotify.com/track/4lnqfJpnB5nGUcqD0kmgGh
Ninaivo Oru,S. Janaki|Kamal Haasan,/artist/s-janaki|/artist/kamal-haasan,0.0,Tamil,2012-04-10,0.29,0.85,0.053,0.2,-12.954,0.04,145.088,1,1,0.08,4,47,183757,0,0,0,Sad,4Up52aK3teyLA0FHa9qaBt,https://open.spotify.com/track/4Up52aK3teyLA0FHa9qaBt
Poonthenil ( S.P.B),S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2012-05-01,0.25,0.32,0.319,0.5,-13.395,0.092,142.027,1,2,0.032,4,100,10686342,0,0,0,Sad,1x6e3iW1aGjWsEQc6D6JlU,https://open.spotify.com/track/1x6e3iW1aGjWsEQc6D6JlU
Vethala Vethala,Malaysia Vasudevan|Sivakumar,/artist/malaysia-vasudevan|/artist/sivakumar,0.0,Tamil,2012-05-03,0.78,0.0,0.03,0.65,-10.019,0.03,194.97,1,8,0.0754,4,63,831923,0,0,0,Sad,4pLjoQEF4vDV2s2WrYy8XW,https://open.spotify.com/track/4pLjoQEF4vDV2s2WrYy8XW
D,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Tamil,2012-05-04,0.69,0.52,0.8,0.2,-13.1,0.01,120.019,0,1,0.0069,4,45,7573289,0,0,0,Happy,4gvzzmXYIAJUq22C1iwKiz,https://open.spotify.com/track/4gvzzmXYIAJUq22C1iwKiz
Satti Mutti,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,0.0,Tamil,2012-05-07,0.73,0.15,0.439,1.0,-12.701,0.04,143.983,1,9,0.032,4,95,163202,0,0,0,Sad,3jKKtH8NsJuxIV6U1xp46C,https://open.spotify.com/track/3jKKtH8NsJuxIV6U1xp46C
Adi Aatha,Ilaiyaraaja,/artist/iiaiyaraaja,0.0,Tamil,2012-05-08,0.45,0.24,0.277,0.5,-13.553,0.074,183.986,1,0,0.0472,4,43,501672,0,0,0,Sad,4oJ9pDKSasSPj3GNN8ABo9,https://open.spotify.com/track/4oJ9pDKSasSPj3GNN8ABo9
Thamthananam,Jency|B.Vasantha,/artist/jency|/artist/bvasantha,0.0,Tamil,2012-05-10,0.21,0.903,0.542,0.427,-10.366,0.09,200.102,1,1,0.076,4,69,9556296,0,0,0,Sad,6ckYyVE70XarktDaSnat82,https://open.spotify.com/track/6ckYyVE70XarktDaSnat82
Kutthum Oosi,Vani Jairam,/artist/vani-jayaram,0.0,Tamil,2012-06-01,0.5,0.6,0.157,0.4,-2.663,0.0267,145.141,1,2,0.0951,4,47,3317987,0,0,0,Sad,6orX0hsSFoBZCSPQ7vCfGU,https://open.spotify.com/track/6orX0hsSFoBZCSPQ7vCfGU
Azhagai Enni,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2012-06-05,0.04,0.52,0.796,0.09,-8.772,0.028,110.671,1,1,0.1,4,75,6777491,0,0,0,Sad,23LB0sawKReHk3okVOG2mR,https://open.spotify.com/track/23LB0sawKReHk3okVOG2mR
Odam Ondru,Ilaiyaraaja,/artist/iiaiyaraaja,0.0,Tamil,2012-06-08,0.32,0.59,0.059,0.3,-10.744,0.0201,191.064,0,7,0.01,4,88,7981403,0,0,0,Sad,3kNiCssifZJoqkuLlzUgJP,https://open.spotify.com/track/3kNiCssifZJoqkuLlzUgJP
Thalattuven Kanmani,P. Jayachandran,/artist/p-jayachandran-1,0.0,Tamil,2012-06-08,1.0,0.498,0.947,0.134,-13.911,0.029,164.74,1,1,0.03,4,33,3974698,0,0,0,Energetic,5wmeoPDAcvlykotc25sjjV,https://open.spotify.com/track/5wmeoPDAcvlykotc25sjjV
Silar Kudippadhupole,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,0.0,Tamil,2012-07-01,0.48,0.93,0.897,0.4,-2.652,0.09,148.038,1,9,0.068,4,43,4601130,0,0,0,Energetic,5aEj11VKHejNfOCe9QxBLg,https://open.spotify.com/track/5aEj11VKHejNfOCe9QxBLg
Kumbeswarar Vaazhum,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2012-07-02,0.1,0.814,0.255,0.178,-5.522,0.062,134.006,1,2,0.06,4,57,5589769,0,0,0,Sad,29T0gTKzqRWdeEXXfq5bgo,https://open.spotify.com/track/29T0gTKzqRWdeEXXfq5bgo
En Rajangam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2012-07-04,0.25,0.361,0.307,0.03,-5.725,0.1,114.97,0,0,0.0362,4,36,7536991,0,0,0,Sad,5xjNFyoIjrtS9wOcvB04sx,https://open.spotify.com/track/5xjNFyoIjrtS9wOcvB04sx
Vazhkai Endru,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,0.0,Tamil,2012-07-07,0.72,0.05,0.95,0.472,-4.017,0.0959,177.956,1,7,0.051,4,92,11243410,0,0,0,Energetic,3mEaxamSc9uYYD35l5VtcW,https://open.spotify.com/track/3mEaxamSc9uYYD35l5VtcW
Kannan Vanthaan,Sirkazhi Govindarajan|T.M. Soundararajan,/artist/sirkazhi-govindarajan|/artist/tm-soundararajan,0.0,Tamil,2012-07-09,0.2,0.283,0.816,0.716,-13.249,0.07,195.982,1,1,0.041,4,45,6063011,0,0,0,Energetic,0NHlPYnisv4NcPCa4a6qcG,https://open.spotify.com/track/0NHlPYnisv4NcPCa4a6qcG
Kanne Kannaana Kanna,S. Janaki,/artist/s-janaki,0.0,Tamil,2012-07-10,0.54,0.883,0.395,0.986,-6.066,0.08,150.021,0,4,0.01,4,83,6633663,0,0,0,Sad,5Ip28dx8HinFAGiLGF4DSz,https://open.spotify.com/track/5Ip28dx8HinFAGiLGF4DSz
Piya Piya Papiya Pukare,Manabendra Mukherjee,/artist/manabendra-mukherjee,0.0,Tamil,2012-07-11,0.93,0.844,0.536,0.68,-11.446,0.097,155.937,0,11,0.001,4,94,10113790,0,0,0,Happy,2z9C1HzBnsXAKBuNihDTIm,https://open.spotify.com/track/2z9C1HzBnsXAKBuNihDTIm
Oruthi Oruvanai,P. Susheela|P.B. Sreenivas,/artist/p-suseela-2|/artist/pb-sreenivas,0.0,Tamil,2012-08-01,0.25,0.142,0.088,0.876,-5.57,0.0152,111.959,0,10,0.1,4,83,10278350,0,0,0,Sad,4noiT2iGDLkW8jIwVjcSON,https://open.spotify.com/track/4noiT2iGDLkW8jIwVjcSON
Lilli Lalli Jimmi,L.R. Eswari,/artist/lr-eswari-2,0.0,Tamil,2012-08-02,0.92,0.44,0.062,0.2,-7.988,0.061,152.026,1,2,0.08,4,85,10725226,0,0,0,Sad,2HmN6pP8ULninxZmQmXvm5,https://open.spotify.com/track/2HmN6pP8ULninxZmQmXvm5
Reminiscences,M. S. Viswanathan,/artist/m-s-viswanathan-2,0.0,Tamil,2012-08-02,0.79,0.05,0.565,0.3,-4.499,0.068,130.001,1,7,0.05,4,81,10761763,0,0,0,Happy,050dTBeHZElFblhIdECOL3,https://open.spotify.com/track/050dTBeHZElFblhIdECOL3
Manjal Poosi,Kovai Soundarajan|L.R. Anjali,/artist/kovai-soundaraj|/artist/lr-anjali,0.0,Tamil,2012-08-04,0.68,0.659,0.715,0.046,-5.381,0.0293,105.001,1,1,0.0696,4,95,7762335,0,0,0,Happy,2E3pO72BvxtdE7FbvvJG8r,https://open.spotify.com/track/2E3pO72BvxtdE7FbvvJG8r
Kannale Naan Kanda,P. Susheela|A. M. Rajah,/artist/p-suseela-2|/artist/a-m-rajah-1,0.0,Tamil,2012-08-04,0.62,0.625,0.887,0.433,-12.657,0.0052,139.054,0,6,0.0891,4,93,7659388,0,0,0,Happy,0q9h866P646BRMZQSyrUGI,https://open.spotify.com/track/0q9h866P646BRMZQSyrUGI
Yezhuthatha Paadal,Swarna|T.M. Soundararajan,/artist/swarna|/artist/tm-soundararajan,0.0,Tamil,2012-08-04,0.37,0.25,0.91,0.934,-13.072,0.056,140.057,1,2,0.029,4,69,3221189,0,0,0,Happy,4zw7TGN8KX5vbiWSMfQ96t,https://open.spotify.com/track/4zw7TGN8KX5vbiWSMfQ96t
Thulli Thulli Odum Pennea,Jesudas,/artist/jesudas,0.0,Tamil,2012-08-05,0.23,0.42,0.287,0.0,-12.122,0.0705,116.932,1,1,0.0677,4,44,3307256,0,0,0,Sad,6q6UI5WcvzA5qrfrN5MxQK,https://open.spotify.com/track/6q6UI5WcvzA5qrfrN5MxQK
Ellorum Ellaamum,Sirkazhi Govindarajan|L.R. Eswari,/artist/sirkazhi-govindarajan|/artist/lr-eswari-2,0.0,Tamil,2012-08-08,0.98,0.7,0.412,0.7,-10.061,0.0433,108.046,1,11,0.063,4,58,3500319,0,0,0,Sad,06hjyv3g92Hy2ESNvGsViH,https://open.spotify.com/track/06hjyv3g92Hy2ESNvGsViH
Idhu Kaala Kaalam,P. Jayachandran|S. Janaki,/artist/p-jayachandran-1|/artist/s-janaki,0.0,Tamil,2012-08-10,0.18,0.658,0.843,0.872,-11.458,0.052,188.558,0,4,0.0173,4,69,10386238,0,0,0,Happy,5vOOjm2qk69xUON0f2loKe,https://open.spotify.com/track/5vOOjm2qk69xUON0f2loKe
Naan Oru,T M S Selvakumar,/artist/t-m-s-selvakumar,0.0,Tamil,2012-08-11,0.61,0.874,0.822,0.129,-11.164,0.0089,131.941,1,7,0.018,4,85,4547694,0,0,0,Happy,5gXirCEZMebSF9oYJlMDhB,https://open.spotify.com/track/5gXirCEZMebSF9oYJlMDhB
Yeriylle Enna,S. Janaki,/artist/s-janaki,0.0,Tamil,2012-09-01,0.35,0.384,0.7,0.714,-13.489,0.07,188.074,1,3,0.031,4,48,3286531,0,0,0,Energetic,5ENZerNcrDEs5Qyrk7UpCS,https://open.spotify.com/track/5ENZerNcrDEs5Qyrk7UpCS
Mookuthi Poomele (Pathos),S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2012-09-02,0.67,0.004,0.709,0.187,-2.735,0.0018,138.014,1,7,0.03,4,26,6707749,0,0,0,Energetic,57TZJawNwQltk2nGMjP2uV,https://open.spotify.com/track/57TZJawNwQltk2nGMjP2uV
Unga Appanukkum Pa Pa Pa,T.K.S.Natarajan|S. P. Sailaja,/artist/tksnatarajan|/artist/s-p-sailaja-2,0.0,Tamil,2012-09-04,0.65,0.13,0.773,0.8,-2.487,0.0104,187.502,1,2,0.0224,4,59,8841846,0,0,0,Happy,4JW3Tp2XVvPsfgwmWv0fIh,https://open.spotify.com/track/4JW3Tp2XVvPsfgwmWv0fIh
Kalvariyin Karunaiyidhe,V. Nataraja Mudaliar,/artist/v-nataraja-mudaliar-1,0.0,Tamil,2012-09-05,0.64,0.74,0.904,0.2,-10.75,0.02,133.297,1,1,0.051,4,98,3896433,0,0,0,Happy,0fW4ulje2Ei7f4HfM1iNZ1,https://open.spotify.com/track/0fW4ulje2Ei7f4HfM1iNZ1
Maanicka Theril,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,0.0,Tamil,2012-09-08,0.59,0.886,0.21,0.501,-3.18,0.08,180.202,1,2,0.045,4,63,5391817,0,0,0,Sad,5mBSoeeA2iR36Fhx5XEXtr,https://open.spotify.com/track/5mBSoeeA2iR36Fhx5XEXtr
Uravenum,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Tamil,2012-09-11,0.52,0.681,0.379,0.124,-11.011,0.02,124.07,0,1,0.05,4,41,4707902,0,0,0,Sad,0LVNI8P1P7YRYUYgyB0Vqs,https://open.spotify.com/track/0LVNI8P1P7YRYUYgyB0Vqs
Arthamulla Indumatham - Tamil Discourse,Kavignar Kannadhasan,/artist/kavignar-kannadhasan,0.0,Tamil,2012-10-01,0.3,0.836,0.406,0.255,-13.302,0.095,173.936,1,1,0.0846,4,73,2535516,0,0,0,Sad,6ID07dofXA6XVVQbeI52Aa,https://open.spotify.com/track/6ID07dofXA6XVVQbeI52Aa
Pagla Garad Kothay Achhe,Asha Bhosle|Manna Dey|Chorus,/artist/asha-bhosle-1|/artist/manna-dey|/artist/chorus,0.0,Tamil,2012-10-04,0.36,0.02,0.772,0.49,-11.124,0.0904,120.07,1,1,0.093,4,30,10493113,0,0,0,Happy,08tudaJ27MGH0iUTcl0C47,https://open.spotify.com/track/08tudaJ27MGH0iUTcl0C47
Happy Birthday - On The Merry Go Round,Usha Uthup,/artist/usha-uthup,0.0,Tamil,2012-10-06,0.57,0.84,0.641,0.0,-5.499,0.06,122.991,1,1,0.099,4,93,7076198,0,0,0,Happy,36CmmYj98hKMbm82HIuR8P,https://open.spotify.com/track/36CmmYj98hKMbm82HIuR8P
Manithan,T M S Selvakumar,/artist/t-m-s-selvakumar,0.0,Tamil,2012-10-09,0.53,0.92,0.619,0.44,-11.303,0.0217,165.088,1,1,0.002,4,38,6773777,0,0,0,Sad,6zj2GvmNx7IB74qgg98RCP,https://open.spotify.com/track/6zj2GvmNx7IB74qgg98RCP
Entha Poovilum,S. Janaki,/artist/s-janaki,0.0,Tamil,2012-10-11,0.6,0.76,0.035,0.876,-10.986,0.0043,154.01,0,6,0.0771,4,32,5164028,0,0,0,Sad,3wfrQQbYWpxgCieZZhuNnn,https://open.spotify.com/track/3wfrQQbYWpxgCieZZhuNnn
Vaarai En Thozhi,L.R. Eswari,/artist/lr-eswari-2,0.0,Tamil,2012-10-12,0.69,0.12,0.83,0.82,-6.987,0.09,155.082,0,7,0.05,4,87,1427899,0,0,0,Happy,4aLnoauOR5ubwRHaa17yUJ,https://open.spotify.com/track/4aLnoauOR5ubwRHaa17yUJ
Yeri Malai,T. L. Maharajan|T.M. Soundararajan,/artist/t-l-maharajan-1|/artist/tm-soundararajan,0.0,Tamil,2012-11-02,0.88,0.986,0.199,0.042,-13.035,0.015,119.405,0,5,0.0611,4,67,1854755,0,0,0,Sad,2AKLunfH40NpBr1n2XDEW0,https://open.spotify.com/track/2AKLunfH40NpBr1n2XDEW0
Vizhiyorathu,Kamal Haasan|B.S. Sasirekha,/artist/kamal-haasan|/artist/bs-sasirekha-1,0.0,Tamil,2012-11-04,0.7,0.18,0.435,0.4,-4.951,0.03,131.792,0,5,0.0,4,70,11156267,0,0,0,Sad,4ccJUGIKd3Ul2IUYetNlWB,https://open.spotify.com/track/4ccJUGIKd3Ul2IUYetNlWB
Dhaagathakku Thannikudichen,M. S. Viswanathan,/artist/m-s-viswanathan-2,0.0,Tamil,2012-11-04,0.53,0.977,0.859,0.302,-4.903,0.0674,193.986,1,2,0.069,4,43,7799782,0,0,0,Energetic,0hXJlZvS70i8kjhGJUeimZ,https://open.spotify.com/track/0hXJlZvS70i8kjhGJUeimZ
Nalla Kaariyam,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,0.0,Tamil,2012-11-06,0.82,0.89,0.072,0.9,-5.869,0.05,198.068,1,1,0.0149,4,98,10298132,0,0,0,Sad,113BRPfQZv8EzqN7zIakf3,https://open.spotify.com/track/113BRPfQZv8EzqN7zIakf3
Orey Paadal,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2012-11-08,0.2,0.135,0.159,0.524,-2.93,0.0,145.018,0,1,0.0338,4,45,2129594,0,0,0,Sad,,
Film Story And Dialogues - Part - 1,Kamal Haasan|Rajinikanth|Sridevi|Kanthimathi|Goundamani|K. Bhagyaraj,/artist/kamal-haasan|/artist/rajinikanth|/artist/sridevi|/artist/kanthimathi|/artist/goundamani|/artist/k-bhagyaraj,0.0,Tamil,2012-11-10,0.44,0.14,0.009,0.22,-12.83,0.004,150.326,1,7,0.059,4,69,7771527,0,0,0,Sad,50wYLZqR1fTT7gAt0HLYsD,https://open.spotify.com/track/50wYLZqR1fTT7gAt0HLYsD
Love,Padma Subrahmaniam|Shyamala Balakrishnan|K.S. Vasudevan|N. Vasudevan|Chorus,/artist/padma-subrahmaniam|/artist/shyamala-balakrishnan|/artist/ks-vasudevan-13|/artist/n-vasudevan-14|/artist/chorus,0.0,Tamil,2012-11-11,0.36,0.008,0.29,0.304,-13.081,0.02,128.02,0,1,0.055,4,58,6832070,0,0,0,Sad,4sufPebgQXDYzA4cTkShU0,https://open.spotify.com/track/4sufPebgQXDYzA4cTkShU0
Iravu Mudindhuvidum,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,0.0,Tamil,2012-12-01,0.47,0.02,0.433,0.5,-7.412,0.06,160.014,1,1,0.08,4,26,5807113,0,0,0,Sad,04xSyqR3SCCrsQ9T0twSvl,https://open.spotify.com/track/04xSyqR3SCCrsQ9T0twSvl
Ponnaasai Kondorkku,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2012-12-02,0.07,0.254,0.942,0.959,-8.856,0.038,160.962,1,8,0.01,4,45,8828424,0,0,0,Energetic,05oUBPZHKArvVbv6N0A309,https://open.spotify.com/track/05oUBPZHKArvVbv6N0A309
Naan Unnai Serndha,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,0.0,Tamil,2012-12-04,0.27,0.414,0.433,0.668,-10.387,0.0743,143.087,0,8,0.09,4,98,9258737,0,0,0,Sad,0GenUTMZKC5A8CoesiXG1C,https://open.spotify.com/track/0GenUTMZKC5A8CoesiXG1C
Paruvathil Konjam,L.R. Eswari|T M S Selvakumar,/artist/lr-eswari-2|/artist/t-m-s-selvakumar,0.0,Tamil,2012-12-07,0.69,0.405,0.791,0.395,-3.144,0.0564,142.028,1,1,0.0185,4,74,2385482,0,0,0,Energetic,373MuKm8Zq37T55mBKmu5T,https://open.spotify.com/track/373MuKm8Zq37T55mBKmu5T
Saamiye Saranam - Part 1,Senthamari|Sivagami|M. N. Nambiar,/artist/senthamari|/artist/sivagami|/artist/m-n-nambiar-1,0.0,Tamil,2012-12-08,0.52,0.883,0.272,0.554,-3.709,0.001,117.943,0,11,0.0026,4,93,8835210,0,0,0,Sad,79U0mzP1peIfVY9ak81NBZ,https://open.spotify.com/track/79U0mzP1peIfVY9ak81NBZ
Yaar Tharuvaar,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2012-12-09,0.72,0.257,0.407,0.98,-9.243,0.1,123.009,1,1,0.03,4,30,1387827,0,0,0,Sad,3KaauGDXAAUzvxJMgwdxkL,https://open.spotify.com/track/3KaauGDXAAUzvxJMgwdxkL
Raasi Nalla Raasi,S. P. Sailaja|Dheepan Chakravarthy,/artist/s-p-sailaja-2|/artist/dheepan-chakravarthy,0.0,Tamil,2012-12-11,0.6,0.984,0.505,0.852,-13.568,0.002,105.904,1,0,0.02,4,32,5773220,0,0,0,Sad,6yFYpbgBMC4dxxFOatAvSu,https://open.spotify.com/track/6yFYpbgBMC4dxxFOatAvSu
Aasai Manathu,Chitra Chorus,/artist/chitra-chorus-2,0.0,Tamil,2013-01-01,0.27,0.66,0.673,0.4,-2.612,0.0223,199.974,0,10,0.0724,4,29,7650598,0,0,0,Sad,3XRO9ve9Bz4mOJLtyp7QAT,https://open.spotify.com/track/3XRO9ve9Bz4mOJLtyp7QAT
Happy Indrumudal Happy,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,0.0,Tamil,2013-01-03,0.73,0.63,0.416,0.54,-6.413,0.06,189.994,0,6,0.0575,4,59,10587865,0,0,0,Sad,1Vjp5lGHOBJ9D2TyldYKHZ,https://open.spotify.com/track/1Vjp5lGHOBJ9D2TyldYKHZ
Kangal Irandum,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2013-01-08,0.75,0.424,0.432,0.248,-13.268,0.0905,185.17,0,6,0.032,4,60,9817336,0,0,0,Sad,6eIBSRCDVzrd8KVS0mGO04,https://open.spotify.com/track/6eIBSRCDVzrd8KVS0mGO04
Aayiram Aayiram,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Tamil,2013-01-09,0.96,0.02,0.023,0.8,-4.752,0.018,130.015,0,0,0.04,4,81,3755439,0,0,0,Sad,41amXFxCwrRynkCdUe8qad,https://open.spotify.com/track/41amXFxCwrRynkCdUe8qad
Iraivan Padai Tha,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,0.0,Tamil,2013-01-12,0.82,0.22,0.027,0.1,-6.609,0.0907,114.916,1,0,0.007,4,88,2827844,0,0,0,Sad,16hz5wYtProfw4k69X4ZYD,https://open.spotify.com/track/16hz5wYtProfw4k69X4ZYD
Vaysupponnu,Vani Jairam|P. Jayachandran,/artist/vani-jayaram|/artist/p-jayachandran-1,0.0,Tamil,2013-02-01,0.03,0.765,0.293,0.938,-13.211,0.07,187.878,0,10,0.076,4,81,8049808,0,0,0,Sad,0tIo3FithYR2y4CfIVzgEB,https://open.spotify.com/track/0tIo3FithYR2y4CfIVzgEB
Pachai Malai Sami Onnu,K Bhagyaraj,/artist/k-bhagyaraj-1,0.0,Tamil,2013-02-03,0.08,0.39,0.72,0.9,-11.954,0.004,113.252,0,1,0.025,4,80,5833476,0,0,0,Sad,5jX88ctbaaPfQW1liuqbXx,https://open.spotify.com/track/5jX88ctbaaPfQW1liuqbXx
Ullam Unaai Thedum,P. Jayachandran|Uma Ramanan,/artist/p-jayachandran-1|/artist/uma-ramanan-1,0.0,Tamil,2013-02-07,0.31,0.61,0.844,0.9,-2.2,0.07,172.979,1,1,0.0967,4,82,9644244,0,0,0,Energetic,2hIh8wkUCnlOoYOmVbkhbh,https://open.spotify.com/track/2hIh8wkUCnlOoYOmVbkhbh
Poovae Ithu,B.S. Sasirekha,/artist/bs-sasirekha-1,0.0,Tamil,2013-02-09,0.23,0.881,0.304,0.752,-7.2,0.0104,185.922,0,6,0.041,4,66,4623341,0,0,0,Sad,1rW0GDo8Ha7IRFZVJyyXJa,https://open.spotify.com/track/1rW0GDo8Ha7IRFZVJyyXJa
Paditthadhinaaal,M.S. Rajeswari,/artist/ms-rajeswari,0.0,Tamil,2013-02-12,0.29,0.74,0.807,0.2,-3.91,0.0721,144.039,1,0,0.01,4,52,5465276,0,0,0,Energetic,2rsxjOTBgMBhKrXIiFk2uW,https://open.spotify.com/track/2rsxjOTBgMBhKrXIiFk2uW
Arul Makkaavin,S.Sarala,/artist/ssarala,0.0,Tamil,2013-03-02,0.45,0.87,0.013,0.4,-11.648,0.0838,202.006,0,7,0.073,4,70,5920006,0,0,0,Sad,0b7hYvmijXXqpnMf0TYVVU,https://open.spotify.com/track/0b7hYvmijXXqpnMf0TYVVU
Kannirendum Minna Minna,L.R. Eswari|P.B. Sreenivas,/artist/lr-eswari-2|/artist/pb-sreenivas,0.0,Tamil,2013-03-03,0.12,0.41,0.152,0.84,-9.461,0.05,120.0,1,1,0.06,4,58,5771140,0,0,0,Sad,0lREw9blibz2mJGvegTwm4,https://open.spotify.com/track/0lREw9blibz2mJGvegTwm4
Vaa Vaa Vaa Kannan Varuvaan,P Suhseela,/artist/p-suhseela,0.0,Tamil,2013-03-04,0.89,0.811,0.471,0.734,-5.725,0.097,119.959,1,0,0.043,4,38,6266924,0,0,0,Sad,1B02UI29t3PTh3m98absaP,https://open.spotify.com/track/1B02UI29t3PTh3m98absaP
Ettadukku Maaligaiyil,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2013-03-07,0.51,0.96,0.117,0.0,-5.916,0.0311,155.955,1,6,0.004,4,50,162726,0,0,0,Sad,,
Vasantham Paadi Vara (S.P.B),S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2013-03-09,0.34,0.714,0.553,0.731,-5.089,0.08,191.036,0,8,0.033,4,38,10986459,0,0,0,Sad,2nPdD7VrXkWjgJzIvN7kY7,https://open.spotify.com/track/2nPdD7VrXkWjgJzIvN7kY7
Selvame (T.M.S),T M S Selvakumar,/artist/t-m-s-selvakumar,0.0,Tamil,2013-04-02,0.45,0.93,0.345,0.52,-9.018,0.0102,154.022,0,0,0.008,4,74,3349572,0,0,0,Sad,4oUoGjroH438Hm4SoLXYGe,https://open.spotify.com/track/4oUoGjroH438Hm4SoLXYGe
Panimalar Aadum,Deepan Chakravarthy|Vani Jairam,/artist/deepan-chakravarthy|/artist/vani-jayaram,0.0,Tamil,2013-04-03,0.58,0.99,0.965,0.6,-8.716,0.007,162.008,1,0,0.0867,4,42,10921257,0,0,0,Energetic,30LmvrlNPgB3bFQ6unNziz,https://open.spotify.com/track/30LmvrlNPgB3bFQ6unNziz
Ulagam >>,T M S Selvakumar|S. Janaki|Chorus,/artist/t-m-s-selvakumar|/artist/s-janaki|/artist/chorus,0.0,Tamil,2013-04-06,0.62,0.47,0.884,0.8,-12.712,0.046,143.995,1,1,0.03,4,96,77072,0,0,0,Energetic,5WUizv2fLMxOvAe9ccrVCE,https://open.spotify.com/track/5WUizv2fLMxOvAe9ccrVCE
Thannuyir Pirivathai,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2013-04-09,0.77,0.699,0.599,0.782,-11.605,0.07,119.85,1,0,0.0461,4,41,10228406,0,0,0,Sad,2g3bcPQFEnLjuQWWJah1a8,https://open.spotify.com/track/2g3bcPQFEnLjuQWWJah1a8
Jambulingame Jadathara,Dharapuram Sundararajan|Kovai Soundarajan|K. Veeramani,/artist/dharapuram-sundararajan|/artist/kovai-soundaraj|/artist/k-veeramani-1,0.0,Tamil,2013-04-11,0.5,0.006,0.637,0.68,-2.219,0.04,160.062,0,5,0.1,4,98,8988303,0,0,0,Energetic,53MjztbFdk5Lvmwkmnmm4D,https://open.spotify.com/track/53MjztbFdk5Lvmwkmnmm4D
Yezhum Yezhum,T M S Selvakumar,/artist/t-m-s-selvakumar,0.0,Tamil,2013-05-02,0.54,0.467,0.786,0.058,-10.095,0.1,180.45,1,1,0.09,4,73,10820483,0,0,0,Happy,6WUv0uFE71aWsExc9m9KFJ,https://open.spotify.com/track/6WUv0uFE71aWsExc9m9KFJ
