song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,predicted_mood
Maa Telugu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:55,Telugu,2011-01-01,0.57,0.28,0.316,0.194,-5.725,0.0,139.617,0,1,0.058,4,72,10307002,Sad
Evaru Nannapaleru,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:25,Telugu,2010-12-12,0.95,0.18,0.687,0.076,-4.13,0.008,149.98,0,0,0.03,4,38,10208506,Happy
Sarvamangala Nama,P.B. Sreenivas,/artist/pb-sreenivas,03:29,Telugu,2010-12-11,0.46,0.214,0.737,0.111,-12.78,0.037,160.036,1,6,0.0454,4,62,1565832,Happy
Lali Jo Lali Jo,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:47,Telugu,2010-12-09,0.17,0.03,0.46,0.338,-8.099,0.0346,145.005,0,6,0.0919,4,99,5333122,Sad
Udutha Udutha Huth,Ghanatasala|Ramola,/artist/ghanatasala|/artist/ramola,04:35,Telugu,2010-12-08,0.2,0.334,0.892,0.063,-3.124,0.035,149.889,0,4,0.05,4,92,174264,Happy
Udutha Udutha Huth,Ghanatasala|Ramola,/artist/ghanatasala|/artist/ramola,04:35,Telugu,2010-12-08,0.2,0.353,0.504,0.045,-3.353,0.0863,140.002,0,4,0.08,4,85,10091030,Sad
Neerugari Paripoku,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:38,Telugu,2010-12-05,0.21,0.94,0.237,0.164,-3.605,0.0077,139.915,1,2,0.094,4,36,8159553,Sad
Amba Jagadamba,P Leela,/artist/p-leela,03:08,Telugu,2010-12-04,0.27,0.94,0.925,0.174,-13.253,0.06,141.975,0,9,0.0568,4,86,6070395,Happy
Thalli Godaarike,Ramesh Naidu,/artist/ramesh-naidu,03:26,Telugu,2010-12-03,0.51,0.955,0.179,0.631,-9.066,0.022,149.852,0,11,0.0323,4,99,11176909,Sad
Annayya Sannidhi,P. Susheela,/artist/p-suseela-2,02:57,Telugu,2010-12-02,0.87,0.852,0.033,0.66,-12.98,0.064,144.932,1,4,0.0986,4,41,4792016,Sad
Nee Kannulalo,V. Ramakrishna|P. Susheela,/artist/v-ramakrishna-2|/artist/p-suseela-2,03:59,Telugu,2010-12-01,0.32,0.25,0.551,0.863,-3.684,0.01,150.047,1,2,0.058,4,42,4354376,Sad
Pilicharu Mavaaru,S. Janaki,/artist/s-janaki,03:13,Telugu,2010-11-12,0.05,0.095,0.836,0.147,-10.691,0.06,150.065,0,4,0.08,4,98,6343032,Happy
Gunnamaavi Thotallo,S. P. Balasubrahmanyam|P Suhseela,/artist/s-p-balasubrahamanyam|/artist/p-suhseela,04:36,Telugu,2010-11-12,0.61,0.95,0.263,0.301,-6.48,0.002,149.95,0,8,0.001,4,78,5528985,Sad
Neeve Neeve Naa Deivam,S. Janaki,/artist/s-janaki,04:27,Telugu,2010-11-09,0.45,0.51,0.131,0.972,-9.553,0.032,174.029,0,10,0.017,4,60,7481549,Sad
Neeli Meghalalo - Psusheela,P. Susheela,/artist/p-suseela-2,04:17,Telugu,2010-11-09,0.66,0.87,0.212,0.703,-11.321,0.0063,174.004,0,7,0.0181,4,43,3334067,Sad
O Nanna,Ghanatasala|P Suhseela|T V Jaydev,/artist/ghanatasala|/artist/p-suhseela|/artist/t-v-jaydev,03:27,Telugu,2010-11-08,0.77,0.911,0.271,0.898,-5.338,0.087,140.01,0,11,0.094,4,82,10523482,Sad
Andamaina Lokamundi,S. P. Balasubrahmanyam|L.R. Eswari,/artist/s-p-balasubrahamanyam|/artist/lr-eswari-2,05:54,Telugu,2010-11-05,0.14,0.6,0.017,0.196,-2.416,0.091,150.024,1,8,0.095,4,55,10953349,Sad
Nallani Vadaina,Jikki|L.R. Eswari,/artist/jikki|/artist/lr-eswari-2,04:11,Telugu,2010-11-04,0.01,0.011,0.185,0.089,-8.752,0.1,173.983,1,0,0.072,4,60,8566128,Sad
Jayathwadabhra,Ghanatasala,/artist/ghanatasala,03:17,Telugu,2010-11-04,0.28,0.915,0.262,0.729,-8.229,0.0102,150.037,1,0,0.096,4,93,2299825,Sad
Vunte Ee Voollo Undu,P. Susheela,/artist/p-suseela-2,03:55,Telugu,2010-11-04,0.34,0.009,0.615,0.591,-11.66,0.028,145.094,1,2,0.0295,4,42,10320483,Sad
Vichchukunna,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,03:39,Telugu,2010-11-04,0.5,0.3,0.256,0.716,-10.504,0.004,174.008,0,11,0.062,4,32,7476657,Sad
Cheye Cheye,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,05:57,Telugu,2010-11-03,0.55,0.338,0.24,0.061,-6.568,0.04,144.845,0,1,0.0657,4,96,5389961,Sad
Premaku Maranam Ledhu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:56,Telugu,2010-11-03,0.79,0.12,0.581,0.773,-8.229,0.042,149.998,0,1,0.054,4,100,584480,Happy
Natyame Naa Aradhana,P. Susheela|S. P. Sailaja|P.C. Rao|K.M. Raju,/artist/p-suseela-2|/artist/s-p-sailaja-2|/artist/pc-rao-1|/artist/km-raju-1,06:56,Telugu,2010-11-03,0.42,0.205,0.166,0.701,-13.653,0.08,150.005,0,11,0.009,4,92,1401807,Sad
Kallallo,Vijayalakshmi Sharma|K. Muralidhar,/artist/vijayalakshmi-sharma|/artist/k-muralidhar-2,01:08,Telugu,2010-11-02,0.02,0.742,0.219,0.881,-5.274,0.0145,174.982,1,1,0.068,4,57,10521088,Sad
Errakkapoyi Vachchanu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:18,Telugu,2010-11-02,0.59,0.99,0.823,0.596,-6.561,0.035,146.798,1,1,0.02,4,57,10087413,Sad
Antha Kopamaithe,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:23,Telugu,2010-11-01,0.41,0.23,0.178,0.331,-5.129,0.05,147.962,1,1,0.04,4,85,453714,Sad
Navvenduke,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:04,Telugu,2010-11-01,0.84,0.52,0.809,0.782,-4.394,0.021,169.949,1,2,0.06,4,72,8066823,Happy
Ella Sareera Padyam And Dialogue Bhaktha Prahlaada,P Suhseela,/artist/p-suhseela,00:48,Telugu,2010-11-01,0.85,0.46,0.769,0.129,-2.78,0.003,150.485,1,9,0.03,4,49,1933424,Happy
Oka Budhcuaram,Madhavepeddi Ramesh|P. Susheela,/artist/madhavepeddi-ramesh|/artist/p-suseela-2,04:24,Telugu,2010-10-12,0.84,0.325,0.228,0.188,-7.975,0.0567,149.746,0,0,0.0575,4,72,7265068,Sad
Manishi Maara Ledhu,Ghanatasala|P Leela,/artist/ghanatasala|/artist/p-leela,03:27,Telugu,2010-10-12,0.26,0.7,0.07,0.456,-2.142,0.03,160.018,0,10,0.0963,4,39,9307056,Sad
Vinnapaluvinavale,S. Janaki,/artist/s-janaki,03:25,Telugu,2010-10-11,0.08,0.08,0.399,0.268,-2.741,0.043,139.862,0,1,0.05,4,46,5789789,Sad
Keesu Boosu 1,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,04:12,Telugu,2010-10-11,0.0,0.963,0.25,0.187,-9.789,0.07,169.979,1,0,0.057,4,72,743646,Sad
Veena Paadave Ragamayee,P. Susheela,/artist/p-suseela-2,04:08,Telugu,2010-10-09,0.17,0.79,0.811,0.455,-5.859,0.0732,150.014,1,1,0.022,4,55,9761327,Happy
Vanga Thotakada,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,03:53,Telugu,2010-10-09,0.95,0.62,0.64,0.979,-4.392,0.03,149.992,1,2,0.0212,4,83,10932860,Happy
Rythu Medi Batti Saagaalira,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:23,Telugu,2010-10-09,0.73,0.157,0.574,0.853,-8.128,0.076,173.972,1,1,0.05,4,73,11194174,Happy
Polimeradhatipothunna,S. P. Balasubrahmanyam|B. Vasantha,/artist/s-p-balasubrahamanyam|/artist/b-vasantha-1,01:02,Telugu,2010-10-08,0.73,0.448,0.81,0.065,-2.273,0.0997,143.995,1,2,0.02,4,79,2179727,Happy
Chikkani Chekkul,L.R. Eswari,/artist/lr-eswari-2,03:51,Telugu,2010-10-08,0.94,0.26,0.812,0.171,-12.841,0.023,174.097,1,0,0.0624,4,99,381668,Happy
Akkode Naa,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:30,Telugu,2010-10-07,0.66,0.917,0.954,0.418,-3.59,0.07,147.974,1,6,0.01,4,36,10364391,Energetic
Bhadram Koduko,Gaddar,/artist/gaddar,04:03,Telugu,2010-10-07,0.12,0.779,0.042,0.266,-8.981,0.04,140.042,1,8,0.0139,4,75,9801091,Sad
Jam Jammalabari,Gaddar,/artist/gaddar,04:55,Telugu,2010-10-06,0.73,0.828,0.237,0.241,-10.484,0.0621,149.962,0,8,0.0502,4,62,6431739,Sad
Oh Dharma Dhata,Ghanatasala,/artist/ghanatasala,04:27,Telugu,2010-10-05,0.17,0.76,0.547,0.243,-2.507,0.0663,173.967,0,5,0.01,4,43,2782004,Sad
Vidhatha Talapuna,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,06:53,Telugu,2010-10-04,0.35,0.407,0.998,0.616,-6.873,0.089,145.053,0,5,0.05,4,71,1336863,Happy
Sirimalle Puvvaa,S. Janaki,/artist/s-janaki,04:25,Telugu,2010-10-04,0.35,0.98,0.842,0.293,-11.371,0.056,145.083,0,10,0.0214,4,43,3152975,Sad
Chaduvuraani Vadavani,P Suhseela,/artist/p-suhseela,03:34,Telugu,2010-10-03,0.18,0.553,0.692,0.406,-4.311,0.001,150.052,1,3,0.0107,4,85,9466321,Happy
Veyi Deepaalu Naalona,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:19,Telugu,2010-10-02,0.82,0.1,0.215,0.245,-13.477,0.07,145.062,0,6,0.0037,4,52,6773698,Sad
Nannu Thaakirevvaro,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:45,Telugu,2010-10-02,0.86,0.255,0.854,0.271,-8.305,0.04,174.026,0,5,0.0948,4,100,8658769,Happy
Aakasamlo,S. Janaki,/artist/s-janaki,04:30,Telugu,2010-10-01,0.52,0.313,0.525,0.999,-2.34,0.009,136.021,1,7,0.032,4,46,9001038,Sad
Maanikka Veena,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,01:28,Telugu,2010-09-10,0.66,0.97,0.271,0.921,-2.73,0.004,140.081,1,10,0.0693,4,25,4144774,Sad
Brundhavana Moka Aalayamu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:13,Telugu,2010-09-10,0.44,0.44,0.264,0.13,-11.164,0.0409,145.937,0,8,0.03,4,86,8533982,Sad
Tick Tick Tick,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:20,Telugu,2010-09-09,0.42,0.92,0.848,0.511,-11.183,0.0338,173.993,1,7,0.0503,4,97,3882217,Sad
Eee Punnami,K. S. Chithra,/artist/chitra,04:29,Telugu,2010-09-09,0.46,0.39,0.118,0.371,-7.221,0.03,175.004,0,4,0.08,4,90,2768944,Sad
Allo Neredu Pandu,L.R. Eswari,/artist/lr-eswari-2,03:24,Telugu,2010-09-07,0.57,0.89,0.02,0.11,-4.84,0.09,172.074,0,6,0.043,4,70,734928,Sad
Chintamani Drama,Burra Subrahmanya Sastri|Nalla Rama Moorthy|Kali Dasu|Koteswara Rao,/artist/burra-subrahmanya-sastri|/artist/nalla-rama-moorthy|/artist/kali-dasu-1|/artist/koteswara-rao-1,18:06,Telugu,2010-09-06,0.76,0.76,0.713,0.449,-3.102,0.0482,145.1,1,10,0.097,4,62,5197236,Happy
Gadiyako Kowgilintha 2,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,04:22,Telugu,2010-09-06,0.39,0.655,0.288,0.884,-13.309,0.0876,175.019,0,8,0.02,4,31,6620560,Sad
Kasi Patnam,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:53,Telugu,2010-09-05,0.99,0.29,0.13,0.008,-5.796,0.058,172.095,0,8,0.01,4,83,4224644,Sad
Nee Maata Vinte,V. Ramakrishna|P. Susheela,/artist/v-ramakrishna-2|/artist/p-suseela-2,03:32,Telugu,2010-09-05,0.94,0.162,0.87,0.406,-3.042,0.03,171.992,0,9,0.035,4,38,7711590,Energetic
Tirupativasa Srivenkatesa,B Vasanta|M. Balamuralikrishna|P Suhseela,/artist/b-vasanta|/artist/m-balamuralikrishna-1|/artist/p-suhseela,03:33,Telugu,2010-09-04,0.02,0.33,0.036,0.645,-13.506,0.08,173.993,0,9,0.0358,4,65,4791967,Sad
Muthyamantha,P. Susheela,/artist/p-suseela-2,04:28,Telugu,2010-09-04,0.2,0.742,0.999,0.774,-2.224,0.034,149.977,1,5,0.08,4,41,788223,Energetic
Gulabi Buggalunna,L.R. Eswari,/artist/lr-eswari-2,02:34,Telugu,2010-09-03,0.98,0.79,0.532,0.967,-7.629,0.084,173.938,1,6,0.0891,4,97,3304275,Sad
Comedy (Song),S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:50,Telugu,2010-09-02,0.69,0.719,0.078,0.532,-11.15,0.01,149.916,1,6,0.032,4,72,11192951,Sad
Sande Poddu Andaalunna,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:03,Telugu,2010-09-01,0.73,0.21,0.851,0.46,-9.914,0.02,149.935,1,1,0.026,4,63,1369762,Happy
Madhilo Veenalu,P. Susheela,/artist/p-suseela-2,04:15,Telugu,2010-09-01,0.9,0.44,0.714,0.852,-10.533,0.0682,144.962,1,1,0.0797,4,100,1108155,Happy
Nenalanti,S. P. Sailaja,/artist/s-p-sailaja-2,04:17,Telugu,2010-08-12,0.08,0.97,0.561,0.549,-5.718,0.062,174.959,0,10,0.021,4,31,8127746,Sad
Hara Hara Mahadeva,P. Suri Babu,/artist/p-suri-babu-21,03:56,Telugu,2010-08-12,0.29,0.84,0.451,0.701,-3.969,0.063,138.027,1,2,0.0912,4,94,497736,Sad
Mrogindhi Kalyana Veena,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:49,Telugu,2010-08-11,0.75,0.425,0.853,0.825,-7.71,0.095,150.142,1,2,0.041,4,64,1725356,Happy
Patti Viduva Raadhu,P.B. Sreenivas,/artist/pb-sreenivas,03:20,Telugu,2010-08-11,0.67,0.377,0.736,0.983,-12.53,0.057,175.135,0,5,0.044,4,86,3370682,Happy
Sharanamu Neeve,M.S. Rama Rao,/artist/ms-rama-rao-40,01:18,Telugu,2010-08-10,0.87,0.5,0.411,0.389,-5.877,0.099,149.978,0,9,0.079,4,96,5445037,Sad
O Unagaraia,Madhavapeddi Satyam|P. Susheela,/artist/madhavapeddi-satyam|/artist/p-suseela-2,04:34,Telugu,2010-08-09,0.57,0.503,0.544,0.751,-2.797,0.02,145.084,1,11,0.0013,4,99,5341115,Sad
Kommaloni Koyilamma,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:24,Telugu,2010-08-09,0.64,0.493,0.502,0.737,-9.047,0.08,174.922,1,11,0.0648,4,38,9064149,Sad
Yem Yendukani,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,03:02,Telugu,2010-08-08,0.98,0.32,0.157,0.675,-5.017,0.08,173.994,1,7,0.06,4,59,3362745,Sad
Ee Pillanagrovi Vela,P. Susheela,/artist/p-suseela-2,04:45,Telugu,2010-08-08,0.27,0.37,0.64,0.081,-11.475,0.05,173.997,0,10,0.08,4,37,8041590,Sad
Hrudayame Neekunte,Nagoor Babu,/artist/nagoor-babu,04:37,Telugu,2010-08-08,0.95,0.45,0.589,0.585,-4.036,0.024,139.943,0,5,0.078,4,100,3342925,Happy
Naruda Na Maata,V Rama Krishna,/artist/v-rama-krishna,03:28,Telugu,2010-08-08,0.46,0.347,0.547,0.307,-13.003,0.03,150.015,0,8,0.0914,4,94,505557,Sad
Jettu Speedu,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,05:14,Telugu,2010-08-07,0.26,0.435,0.63,0.223,-6.887,0.0305,150.12,1,9,0.014,4,87,11348308,Happy
Yemandi Illalugaaru,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:39,Telugu,2010-08-07,0.51,0.02,0.034,0.304,-12.214,0.0256,149.164,1,1,0.08,4,64,5867271,Sad
Issue Norethamaaka,S.P.Sailaja,/artist/spsailaja,04:23,Telugu,2010-08-07,0.23,0.54,0.763,0.389,-10.642,0.0743,173.888,0,2,0.05,4,39,8695515,Happy
Yendhuko Siggendhuko,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,02:59,Telugu,2010-08-06,0.36,0.46,0.593,0.36,-7.944,0.0,144.198,1,1,0.02,4,98,8819493,Sad
Gudilona Naa Swamy,L.R. Eswari|S. Janaki,/artist/lr-eswari-2|/artist/s-janaki,05:42,Telugu,2010-08-05,0.67,0.895,0.778,0.874,-11.79,0.032,144.968,1,1,0.002,4,90,886078,Happy
Yevarikosam,Ghanatasala,/artist/ghanatasala,04:05,Telugu,2010-08-05,0.64,0.02,0.781,0.497,-5.191,0.0388,139.958,0,5,0.02,4,33,3727611,Energetic
Athivalke Aadarshamu,S. P. Balasubrahmanyam|Mano,/artist/s-p-balasubrahamanyam|/artist/mano,04:31,Telugu,2010-08-03,0.68,0.581,0.041,0.846,-5.087,0.092,174.02,0,8,0.036,4,85,7672294,Sad
Daari Choopina Devatha,K J Yesudas,/artist/k-j-yesudas,04:01,Telugu,2010-08-03,0.14,0.28,0.888,0.133,-13.518,0.0282,150.006,0,5,0.04,4,27,7530419,Sad
Naa Raaju Navvulu,P. Susheela,/artist/p-suseela-2,04:05,Telugu,2010-08-02,0.19,0.95,0.939,0.06,-2.891,0.047,174.022,0,8,0.01,4,93,8121227,Happy
Kaala Kalam,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,06:16,Telugu,2010-07-12,0.65,0.157,0.774,0.416,-6.965,0.04,150.043,1,1,0.0483,4,33,2943673,Happy
Yenni Janmala,P. Susheela,/artist/p-suseela-2,04:03,Telugu,2010-07-11,0.76,0.718,0.111,0.147,-13.129,0.0872,145.013,1,1,0.0688,4,41,2775060,Sad
Padyams,Ghanatasala,/artist/ghanatasala,06:02,Telugu,2010-07-10,0.04,0.45,0.744,0.558,-9.744,0.036,145.013,0,5,0.0052,4,80,7738657,Happy
Deivaanike Mulla Kireetam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:48,Telugu,2010-07-10,0.04,0.998,0.939,0.702,-10.548,0.0429,173.986,1,0,0.0322,4,30,1359961,Sad
Aakaludadhu,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:01,Telugu,2010-07-09,0.67,0.82,0.204,0.212,-11.314,0.032,174.018,0,5,0.0272,4,27,886196,Sad
Annapoornara E Desam,S. P. Balasubrahmanyam|Anand|V.Rama Krishna,/artist/s-p-balasubrahamanyam|/artist/anand|/artist/vrama-krishna,04:20,Telugu,2010-07-08,0.22,0.008,0.778,0.287,-9.043,0.01,173.988,0,9,0.095,4,100,1703929,Happy
Nee Valapu Chupule,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:22,Telugu,2010-07-08,0.97,0.816,0.106,0.567,-7.702,0.074,175.153,0,5,0.057,4,47,102622,Sad
Sooreedu Chukkettukundhi,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,03:02,Telugu,2010-07-08,0.48,0.12,0.343,0.703,-11.132,0.02,145.047,1,6,0.087,4,100,4536027,Sad
Pandanti Jeevitham,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:13,Telugu,2010-07-08,0.45,0.67,0.456,0.446,-6.707,0.08,150.006,1,11,0.0754,4,85,11097388,Sad
Nagilina Rasa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:57,Telugu,2010-07-07,0.31,0.58,0.07,0.7,-4.717,0.0511,149.927,0,4,0.037,4,54,9968593,Sad
Mudduloyi Muddulu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,03:03,Telugu,2010-07-07,0.6,0.16,0.372,0.829,-5.544,0.02,160.029,1,6,0.0125,4,72,9423194,Sad
Velasenu Velasenu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:21,Telugu,2010-07-03,0.78,0.893,0.956,0.339,-8.699,0.08,150.15,0,10,0.03,4,48,182316,Sad
Jeevithame Oka Jolapata,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:42,Telugu,2010-07-02,0.61,0.39,0.407,0.406,-5.483,0.0807,149.99,0,4,0.0467,4,53,7388211,Sad
Kunnukotti Rammanna,L.R. Eswari,/artist/lr-eswari-2,04:31,Telugu,2010-07-02,0.08,0.54,0.8,0.876,-6.533,0.042,145.009,0,8,0.0507,4,32,8775368,Sad
Ooruperu Leni Vaanni,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:31,Telugu,2010-07-02,0.92,0.206,0.39,0.334,-11.999,0.06,174.068,1,1,0.03,4,64,5230220,Sad
Madhini Ninnu Nera Nimmi,Madhavapeddi Satyam|J.V. Raghavulu,/artist/madhavapeddi-satyam|/artist/jv-raghavulu,03:32,Telugu,2010-07-01,0.19,0.097,0.456,0.098,-11.654,0.0584,145.064,1,1,0.03,4,55,4887471,Sad
O Chamanti,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:05,Telugu,2010-06-12,0.65,0.49,0.076,0.776,-4.455,0.035,144.482,0,9,0.007,4,34,1853951,Sad
Vooru Marina,Ghanatasala,/artist/ghanatasala,03:04,Telugu,2010-06-12,0.85,0.456,0.251,0.362,-10.99,0.1,150.13,1,1,0.003,4,51,5241831,Sad
Gowrammathalli,D. Ramadevi|P. Susheela|Vasantha,/artist/d-ramadevi-1|/artist/p-suseela-2|/artist/vasantha,04:31,Telugu,2010-06-11,0.96,0.94,0.087,0.104,-10.736,0.022,174.009,0,5,0.0516,4,34,3772214,Sad
Selayti Gala Gala,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:08,Telugu,2010-06-11,0.91,0.38,0.523,0.853,-7.346,0.03,144.836,1,2,0.012,4,98,9393611,Sad
Snaanala Gadhilo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:41,Telugu,2010-06-11,0.17,0.79,0.268,0.125,-10.451,0.098,174.995,0,10,0.0168,4,78,9381762,Sad
Visaala Gaganamlo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:01,Telugu,2010-06-11,0.35,0.28,0.381,0.832,-3.309,0.05,150.084,0,8,0.054,4,97,7895166,Sad
Deepamela Veligedi,S. Janaki,/artist/s-janaki,04:06,Telugu,2010-06-11,0.49,0.5,0.781,0.569,-5.737,0.045,173.985,0,4,0.0691,4,26,4577423,Sad
Atupaanupu,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:29,Telugu,2010-06-10,0.44,0.15,0.445,0.168,-3.466,0.02,142.518,1,9,0.0156,4,76,3629108,Sad
Kaavaali Thodu,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,03:59,Telugu,2010-06-10,0.22,0.41,0.53,0.834,-2.436,0.048,171.733,1,1,0.01,4,66,1667427,Sad
Babu Vinara,Ghanatasala,/artist/ghanatasala,03:44,Telugu,2010-06-08,0.86,0.703,0.815,0.855,-10.299,0.04,150.032,1,1,0.0535,4,51,11127919,Happy
Chinnari Bullemma,Ghanatasala,/artist/ghanatasala,03:27,Telugu,2010-06-08,0.42,0.18,0.767,0.601,-3.763,0.04,149.954,0,6,0.0336,4,83,11325015,Happy
Dorasani Dunnu Tunnadhi,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:00,Telugu,2010-06-08,0.57,0.44,0.7,0.059,-3.139,0.004,172.977,1,8,0.085,4,49,11314252,Happy
Padhyams And Sthothram,P. Susheela|M. Balamuralikrishna,/artist/p-suseela-2|/artist/m-balamuralikrishna-1,03:31,Telugu,2010-06-07,0.28,0.148,0.559,0.822,-9.202,0.04,149.955,0,5,0.0371,4,26,105455,Sad
Thoorupu Thela Thela Vaaragane,P. Susheela,/artist/p-suseela-2,04:27,Telugu,2010-06-06,0.25,0.466,0.105,0.065,-9.274,0.03,149.994,1,9,0.054,4,30,16974,Sad
Vayasu Pichidhi,S. P. Balasubrahmanyam|Party,/artist/s-p-balasubrahamanyam|/artist/party,03:35,Telugu,2010-06-06,0.35,0.439,0.132,0.465,-11.423,0.009,174.023,0,9,0.0908,4,61,4103544,Sad
Naa Jeevana Brindavanilo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:31,Telugu,2010-06-06,0.67,0.6,0.709,0.879,-11.267,0.033,173.95,0,6,0.068,4,87,4426873,Happy
Idi Tholi Paata,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:11,Telugu,2010-06-05,0.62,0.55,0.281,0.211,-9.64,0.04,140.07,1,1,0.067,4,78,4879314,Sad
Keechu Keechu Pitta,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:16,Telugu,2010-06-04,0.66,0.093,0.052,0.915,-4.658,0.06,172.029,1,8,0.06,4,67,9562291,Sad
Chinnaari Nee Chirunavvu,Ghanatasala,/artist/ghanatasala,03:16,Telugu,2010-06-03,0.96,0.41,0.537,0.107,-8.587,0.086,174.032,0,5,0.022,4,86,150396,Sad
Neeraadhanu Nene,S. Janaki|P. Susheela,/artist/s-janaki|/artist/p-suseela-2,03:19,Telugu,2010-06-03,0.89,0.637,0.293,0.762,-11.059,0.0452,139.86,1,6,0.003,4,60,4034896,Sad
Sri Karamou Sri Ramanamam,P. Susheela|B. Vasantha,/artist/p-suseela-2|/artist/b-vasantha-1,03:15,Telugu,2010-06-01,0.18,0.35,0.188,0.351,-11.816,0.064,149.985,1,1,0.034,4,32,10162145,Sad
Manasu Therachi,P. Susheela,/artist/p-suseela-2,01:05,Telugu,2010-06-01,0.65,0.586,0.314,0.282,-8.832,0.062,173.037,0,9,0.09,4,93,7582024,Sad
